water withdrawals by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,subsector,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",ID,industry,industry,industry,0.270475,0.0873262,0.0686894,0.0796173,0.0890549,0.0957476,0.101543,0.105755,0.109696,0.112492,0.117074,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",ID,municipal water,municipal water,municipal water,0.343558,0.460089,0.438786,0.477925,0.528769,0.574068,0.604519,0.623178,0.641501,0.657829,0.674083,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",IL,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,5.35E-07,1.52E-05,5.36E-04,0.012464542,0.116219229,0.226194614,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",IL,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,3.97E-09,1.05E-07,3.25E-06,8.92E-05,0.00117041,0.003335356,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",IL,industry,industry,industry,0.641359,0.502613,0.539251,0.59512,0.594001,0.591312,0.609526,0.628421,0.652317,0.672548,0.705776,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",IL,municipal water,municipal water,municipal water,2.72782,2.49017,2.20656,2.16584,2.15023,2.18852,2.26083,2.32995,2.40127,2.46725,2.53073,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",IN,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,9.30E-07,2.63E-05,8.95E-04,0.020580401,0.187827678,0.358772498,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",IN,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,4.36E-09,1.19E-07,3.46E-06,9.70E-05,0.001278422,0.003475048,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",IN,industry,industry,industry,3.42977,3.04087,3.04876,3.15902,3.2124,3.21229,3.3015,3.35464,3.44898,3.54612,3.71335,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",IN,municipal water,municipal water,municipal water,0.997627,1.10457,1.07974,1.04345,1.06686,1.09809,1.13499,1.16503,1.19603,1.22396,1.25073,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",KS,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,3.53E-07,1.05E-05,3.79E-04,0.008560733,0.071861449,0.128210186,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",KS,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,2.64E-09,9.00E-08,3.49E-06,1.03E-04,0.00120122,0.002888482,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",KS,industry,industry,industry,0.0738701,0.0578583,0.0556617,0.0526637,0.053299,0.0533397,0.0549193,0.0563424,0.0580816,0.0595684,0.0622926,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",KS,municipal water,municipal water,municipal water,0.54964,0.576828,0.560982,0.50101,0.504732,0.514032,0.530144,0.544856,0.559807,0.573395,0.586154,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",KY,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,5.65E-07,1.60E-05,5.43E-04,0.012497765,0.114061417,0.217868448,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",KY,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,2.65E-09,7.25E-08,2.10E-06,5.89E-05,7.76E-04,0.00211024,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",KY,industry,industry,industry,0.433039,0.257254,0.314601,0.310733,0.318647,0.319499,0.329573,0.33594,0.345254,0.353144,0.36787,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",KY,municipal water,municipal water,municipal water,0.666613,0.818567,0.836306,0.79428,0.800295,0.818136,0.84609,0.866135,0.888758,0.908167,0.927421,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",LA,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,6.33E-07,1.94E-05,7.04E-04,0.015874635,0.138865971,0.260233322,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",LA,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.84E-09,6.84E-08,2.61E-06,7.12E-05,8.42E-04,0.001806327,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",LA,industry,industry,industry,3.25986,4.29392,2.84322,2.96041,2.91469,2.9155,3.02087,3.15802,3.27652,3.32969,3.46848,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",LA,municipal water,municipal water,municipal water,0.923895,1.05415,1.09612,1.03374,1.01454,1.02245,1.05227,1.08547,1.11577,1.14352,1.16735,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MA,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,4.52E-09,1.41E-07,5.01E-06,1.21E-04,0.001171793,0.002316837,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MA,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,0,8.85E-10,2.98E-08,8.10E-07,1.00E-05,1.80E-05,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MA,industry,industry,industry,0.120041,0.155131,0.0225741,0.0385031,0.0399937,0.0413805,0.0436221,0.0458507,0.0481169,0.0497869,0.052354,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MA,municipal water,municipal water,municipal water,1.03743,1.15147,0.989255,0.943015,0.977004,1.02111,1.07056,1.11371,1.16189,1.20724,1.25091,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MD,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.29E-07,3.98E-06,1.47E-04,0.003318704,0.03086477,0.059567611,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MD,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,4.43E-10,1.54E-08,5.73E-07,1.41E-05,1.78E-04,2.88E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MD,industry,industry,industry,0.0968587,0.0824494,0.0690348,0.0683164,0.0694687,0.0705792,0.0736205,0.0775756,0.0808079,0.0823923,0.0856183,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MD,municipal water,municipal water,municipal water,1.19909,1.04385,1.20926,1.19286,1.21922,1.2468,1.28558,1.32409,1.36203,1.39494,1.42615,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",ME,industry,industry,industry,0.35023,0.23421,0.265156,0.251507,0.254219,0.261756,0.272316,0.279877,0.281099,0.280313,0.287282,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",ME,municipal water,municipal water,municipal water,0.213667,0.179515,0.171793,0.161086,0.164014,0.168046,0.173364,0.177472,0.182321,0.186626,0.190495,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MI,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,5.34E-07,1.51E-05,5.14E-04,0.011815575,0.107834648,0.205977207,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MI,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,2.50E-09,6.86E-08,1.98E-06,5.57E-05,7.34E-04,0.001995077,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MI,industry,industry,industry,2.32699,0.868648,0.845341,0.715561,0.730482,0.738432,0.76425,0.783662,0.805341,0.824828,0.861536,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MI,municipal water,municipal water,municipal water,2.10677,1.92545,1.82168,1.68194,1.72294,1.77971,1.84206,1.89166,1.94307,1.9897,2.03445,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MN,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,2.86E-07,8.24E-06,2.74E-04,0.00620269,0.056745892,0.105483604,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MN,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.76E-09,5.31E-08,1.47E-06,4.25E-05,6.38E-04,0.00170082,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MN,industry,industry,industry,0.212202,0.191452,0.184475,0.357801,0.373362,0.383862,0.399737,0.41358,0.427526,0.438596,0.457264,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MN,municipal water,municipal water,municipal water,0.943775,0.849016,0.857374,0.82542,0.857238,0.889065,0.919512,0.944953,0.971186,0.995519,1.01844,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MO,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,3.14E-07,8.95E-06,3.15E-04,0.007319118,0.068243351,0.132813513,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MO,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,2.33E-09,6.17E-08,1.91E-06,5.24E-05,6.87E-04,0.001958354,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MO,industry,industry,industry,0.117236,0.111821,0.0945101,0.117747,0.121595,0.123054,0.127101,0.130932,0.135731,0.139614,0.146046,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MO,municipal water,municipal water,municipal water,1.02106,1.23048,1.24082,1.18058,1.19098,1.22525,1.2679,1.30433,1.34155,1.3758,1.40765,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MS,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.73E-07,5.30E-06,1.92E-04,0.004339436,0.037960176,0.071157275,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MS,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,5.04E-10,1.87E-08,7.15E-07,1.95E-05,2.30E-04,4.96E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MS,industry,industry,industry,0.371837,0.272064,0.280132,0.251258,0.249551,0.24884,0.256413,0.261323,0.265186,0.268132,0.277591,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MS,municipal water,municipal water,municipal water,0.487278,0.588212,0.607539,0.6196,0.61344,0.619216,0.63675,0.650949,0.666276,0.67897,0.69056,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MT,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.34E-07,4.22E-06,1.62E-04,0.003779092,0.032542724,0.058641678,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MT,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,9.94E-10,3.95E-08,1.83E-06,5.90E-05,7.13E-04,0.001731484,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MT,industry,industry,industry,0.0781805,0.0926312,0.0917747,0.0133593,0.0137748,0.014101,0.0147183,0.0153791,0.0159929,0.016276,0.0168231,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",MT,municipal water,municipal water,municipal water,0.208141,0.228767,0.221348,0.244378,0.247093,0.253196,0.262275,0.268512,0.274762,0.279899,0.28495,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",NC,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,3.92E-07,1.20E-05,4.36E-04,0.009840212,0.086079378,0.16139075,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",NC,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.14E-09,4.24E-08,1.62E-06,4.41E-05,5.22E-04,0.001125742,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",NC,industry,industry,industry,0.539472,0.544238,0.374918,0.266855,0.283193,0.293133,0.304914,0.312731,0.318398,0.322035,0.332657,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",NC,municipal water,municipal water,municipal water,1.25408,1.4943,1.64559,1.52875,1.60984,1.68824,1.744,1.78167,1.81865,1.84839,1.87582,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",ND,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,2.16E-07,6.24E-06,2.07E-04,0.004697152,0.042972638,0.079880504,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",ND,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.33E-09,4.02E-08,1.12E-06,3.22E-05,4.83E-04,0.001287997,0,0,0,km^3
